type;name;contact;address;tel;web;infos
kita; Kita Zauberflöte;;Zugerstrasse 5, 8805 Richterswil;Tel.: 043 888 93 01 / 078 796 56 44;www.kitazauberfloete.ch;
kita; Chinderchrippe Schlitzohr;;Tobelweg 1, 8545 Rickenbach;Tel.: 052 337 07 37 / 076 511 85 45;www.chinderchrippe-schlitzohr.ch;
kita; Kinderhaus kidin.ch;;Schulweg 1, 8616  Riedikon;Tel.: 076 366 88 11 / 079 386 26 86;www.kidin.ch;Kontakt,Gabriela Bosshard,Tel.: 076 366 88 11 / 079 386 26 86,Email:,email,Informationen zu:   Kinderhaus kidin.ch,Öffnungszeiten,Spielgruppen: Mo - Fr, 8.30 - 12.00 Uhr,Natur-Bewegigs-Gruppe am Freitag von 8.15 - 12.00 und 13.30 bis 17.15 Uhr,Zielgruppe,Spielgruppe: ab 2 Jahren,Nach pädagogischen Grundsätzen von Maria Montessori.,Englischkurse für Spielgruppen- und Kindergartenkinder
kita; Chinderhuus Zauberwald;;Im Kirchbrunnen 9, 8153 Rümlang;Tel.: 043 211 01 44;www.chinderhuus-zauberwald.ch;Kontakt,Alexandra Näf,Tel.: 043 211 01 44,Informationen zu:   Chinderhuus Zauberwald,Öffnungszeiten,Ab Feburar 2013
kita; Kinderkrippe Rümlang;;Kratzstrasse 18, 8153 Rümlang;Tel.: 044 818 00 50;www.ruemlang.ch;Kontakt,Chantal Bula,Tel.: 044 818 00 50,Informationen zu:   Kinderkrippe Rümlang,Öffnungszeiten,Montag - Freitag von 7.00 - 18.00 Uhr
kita; Kids Residence;;Loostrasse 17, 8803 Rüschlikon;Tel.: 044 724 45 45;www.kidsresidence.ch;
kita; Kinderkrippe Nidelbad;;Moosgartenweg 2, 8803 Rüschlikon;Tel.: 044 724 74 55;www.krippe.nidelbad.ch;
kita; Kinderkrippe Suntenwiese;;Pilgerweg 39, 8803 Rüschlikon;Tel.: 044 724 72 42;;
kita; Kinderkrippe Sternschnuppe;;Breitenhofstrasse 14, 8630 Rüti;Tel.: 055 250 75 10;www.kinderkrippe-rueti.ch;Kontakt,Renate Ruggiero,Tel.: 055 250 75 10,Informationen zu:   Kinderkrippe Sternschnuppe,Öffnungszeiten,Montag - Freitag, 07.00 - 18.00 Uhr,Zielgruppe,Kinder im Alter von 3 Monaten bis Schuleintritt
kita; Kita Drei Eichen;;Stationsstrasse 34, 8833 Samstagern;Tel.: 043 844 60 80;;
kita; Kita Filia;;Hügsam 3, 8833 Samstagern;Tel.: 044 784 13 13;www.kita-filia.ch;
kita; KIMI Giardino AG, Standort Feldstrasse;;Feldstrasse 1, 8952 Schlieren;Tel.: 044 730 30 88;www.kimikrippen.ch;Kontakt,Fabienne Furlan,Email:,email,www.kimikrippen.ch
kita; KIMI Giardino AG, Standort Futura;;Parkallee 46, 8952 Schlieren;Tel.: 043 433 81 40;www.kimikrippen.ch;Kontakt,Michaela Kipfer
kita; Kinderkrippe Fröschlihuus;;Engstringerstrasse 8, 8952 Schlieren;Tel.: 044 730 20 90;www.grow2gether.ch;"Kontakt,Elternverein ""Gemeinsam wachsen"",Tel.: 044 730 20 90,Email:,email,www.grow2gether.ch,Informationen zu:   Kinderkrippe Fröschlihuus,Öffnungszeiten,Montag - Freitag, 7.00 - 18.00 Uhr,Zielgruppe,Kleinkinder ab 3 Monaten - Kindergarteneintritt,Weitere Informationen,Kosten: siehe,Homepage,Trägerschaft: Elternverein ""Gemeinsam wachsen"", Goldregenweg 32, 8050 Zürich"
kita; Kinderkrippe Teddybär;;Freiestrasse 23, 8952 Schlieren;Tel.: 044 730 10 50;www.kinderkrippe-schlieren.ch;Informationen zu:   Kinderkrippe Teddybär,Zielgruppe,Kinder ab 8 Wochen bis Schuleintritt
kita; Kinderstube Wehntal;;Bahnhofstrasse 1, 8165 Schöfflisdorf;Tel.: 079 442 19 43;www.krippe-hort.ch;Kontakt,Chantal Tschanz,Tel.: 079 442 19 43
kita; Kita Chinderstern GmbH Schwerzenbach;;Sonnenbergstrasse 70, 8603 Schwerzenbach;Tel.: 043 443 11 92;www.chinderstern.ch;Kontakt,Fabienne Wäger,Tel.: 043 443 11 92,Informationen zu:   Kita Chinderstern GmbH Schwerzenbach,Öffnungszeiten,Montag - Freitag, 7.00 - 18.30 Uhr,Zielgruppe,Kinder ab 3 Monaten bis Kindergartenalter,Betreuungsvarianten,Ganz- und Halbtagessbetreuung mit/ohne Mittagessen
kita; Kita / Hort TiBBS;;Schulstrasse 3, 8603 Schwerzenbach;Tel.: 044 811 11 00;www.tibbs.ch;Kontakt,Barbara Omoruyi,Tel.: 044 811 11 00,Informationen zu:   Kita / Hort TiBBS,Angebot,Kinderkrippe, Hort und Mittagstisch,Weiterer Standort,Mini-TiBBS an der Wiesenstrasse 17, Schwerzenbach
kita; Kita Mini-TiBBS;;Wiesenstrasse 17, 8603 Schwerzenbach;Tel.: 079 962 19 07;www.tibbs.ch;
kita; Kinderkrippe Summervogel;;Weidstrasse 2, 8472 Seuzach;Tel.: 052 335 33 30;www.kinderkrippesummervogel.ch;
kita; Kinderkrippe Teddybär Privat;;Rohrhaldenstrasse 24, 8712 Stäfa;Tel.: 044 926 56 69;www.teddybaer-staefa.ch;Informationen zu:   Kinderkrippe Teddybär Privat,weiteres Angebot:,Wald- und Sinneskindergarten Teddybär
kita; Kindertagesstätte Müüsliburg ;;Bahnhofstrasse 52, 8712 Stäfa;Tel.: 043 477 08 60;www.muusliburg.ch;
kita; Kindertagesstätte Schatzinsel;;Grundstrasse 10B, 8712 Stäfa;Tel.: 044 920 41 57;;
kita; Kita Gwunderfitz;;Laubisrütistrasse 42, 8712 Stäfa;Tel.: 058 928 29 80;www.familienservice.ch/gwunderfitz;Kontakt,Regina  Brägger,Tel.: 058 928 29 80
kita; Kinderkrippe Coccolino Stallikon;Anita Mayer ;Reppischtalstrasse 49, 8143 Stallikon;Tel.: 044 701 80 50;www.coccolino.ch/stallikon;Informationen zu:   Kinderkrippe Coccolino Stallikon,Öffnungszeiten,Montag - Freitag: 07.00 - 18.30 Uhr,Zielgruppe,Kinder von 3 Monaten bis Kindergarteneintritt
kita; Kita Kiddi;;Sellenbüren 8, 8143 Stallikon;Tel.: 043 818 76 09;www.kitakiddi.ch;Kontakt,Soraia Figueiredo,Tel.: 043 818 76 09,Email:,email,www.kitakiddi.ch
kita; Kinderstube Steinmaur;;Im Gässli 30, 8162 Steinmaur;Tel.: 076 391 67 96;www.krippe-hort.ch;Informationen zu:   Kinderstube Steinmaur,Öffnungszeiten,Montag - Freitag: 6.45 - 18.30 Uhr
kita; Chinderhuus ZicZac (Krippe);;Ringstrasse 30, 8317 Tagelswangen;Tel.: 052 343 74 25;www.chinderhuus-ziczac.ch/krippe;Kontakt,Meliha Kentus,Tel.: 052 343 74 25,Informationen zu:   Chinderhuus ZicZac (Krippe)
kita; Chinderhuus Mühlebach;;Farbstrasse 1, 8800 Thalwil;Tel.: 044 720 63 38;www.kita-thalwil.ch/muehlebach;
kita; Globegarden Childcare ;;Farbstrasse 31, 8800 Thalwil;Tel.: 043 388 54 58;www.globegarden.org;
kita; Inselparadies;;Schwandelstrasse 13, 8800 Thalwil;Tel.: 044 720 50 55;www.kita-thalwil.ch/inselparadies;
kita; Kinderkrippe Chinderparadies;;Weinbergstrasse 2, 8800 Thalwil;Tel.: 044 720 10 31;www.kita-thalwil.ch/chindeparadies;
kita; Parkside School;;Kirchbodenstrasse 2a, 8800 Thalwil;Tel.: 044 441 70 53;www.parksideschool.ch;
kita; Tageskindergarten Froschkönig;;Alte Landstrasse 163, 8800 Thalwil;Tel.: 076 393 81 56 / 076 566 81 56;www.kita-froschkoenig.ch;
kita; Chinderhuus Turbenthal;;Schulstrasse 4, 8488 Turbenthal;Tel.: 052 385 28 12;www.chinderhuus-turbenthal.ch;
kita; Kindertagesstätte Müüsliburg;;Gerbi 8, 8713 Uerikon;Tel.: 043 818 04 60;www.muusliburg.ch;
kita; Kinderkrippe Kinderkrone;;Seestrasse 117, 8707 Uetikon am See;Tel.: 079 958 67 37;www.kinderkrone.ch;Kontakt,Maria Borrmann,Tel.: 079 958 67 37
kita; Kinderkrippe Tatzelwurm;;Talstrasse 22, 8707 Uetikon am See;Tel.: 044 920 72 48;www.tatzelwurm.ch;Kontakt,Marisa Hari,Tel.: 044 920 72 48
kita; Tandem IMS;;Bergstrasse 101, 8707 Uetikon am See;Tel.: 043 810 51 16;www.tandem-ims.ch;"Informationen zu:   Tandem IMS,Angebot:,Tandem IMS ""After School Clubs"" (eca@tandem.ims.ch),Deutsch-Englisch, 
Deutsch-Englisch-Französisch"
kita; Kinderkrippe Löwenzahn;;Binzmatt 19, 8142 Uitikon;Tel.: 044 590 21 42;www.kinderkrippe-loewenzahn.ch;Kontakt,Lucy Previtali,Tel.: 044 590 21 42,Email:,email,www.kinderkrippe-loewenzahn.ch,Informationen zu:   Kinderkrippe Löwenzahn,Öffnungszeiten,Montag - Freitag, 7.00 - 18.30 Uhr,Zielgruppe,Kinder ab 3 Monate - 5 Jahre, ab Sommer 2014 zusätzlich eine neue Babygruppe mit sechs Plätzen
kita; Kinderkrippe Minibambini;;Birmensdorferstrasse 30, 8142 Uitikon;Tel.: 079 387 71 51;www.spielgruppeherzkaefer.ch;Informationen zu:   Kinderkrippe Minibambini,Öffnungszeiten,07.00 - 18.30 Uhr,Zielgruppe,ab 3 Monate bis Eintritt Kindergarten,Weitere Informationen,kleine familiäre Kinderkrippe mit zwei altersgemischten Gruppen
kita; Kita Stammertal;Rüegger Urs, Präsident Trägerverein KiTa Stammertal ;Müsliweg 6, 8476 Unterstammheim;Tel.: 052 740 21 28;www.kita-stammertal.ch;Öffnungszeiten,Montag - Freitag 06.30 - 18.30 Uhr
kita; Kinderkrippe Bienehuus;;Schulstrasse 38, 8902 Urdorf;Tel.: 044 910 04 40;www.bienehuus.ch;Informationen zu:   Kinderkrippe Bienehuus,Öffnungszeiten,Montag - Freitag, 7.00 - 18.00 Uhr,Zielgruppe,Kinder ab 8 Wochen bis Kindergarteneintritt
kita; Kinderkrippe Huetiberg;;Baumgartenstrasse 13, 8902 Urdorf;Tel.: 077 214 11 86;www.huetiberg.ch;Kontakt,Karin Zumbühl,Tel.: 077 214 11 86,Email:,email,www.huetiberg.ch,Informationen zu:   Kinderkrippe Huetiberg,Zielgruppe,Kinder ab 3 Monaten bis Kindergarteneintritt
kita; Kinderkrippe Sunezyt;;Bodenfeldstrasse 42, 8902 Urdorf;Tel.: 077 214 11 86;www.huetiberg.ch;
kita; Kita Limminäscht;;Wissentfluestrasse 10, 8902 Urdorf;Tel.: 044 733 28 96;www.thkt.ch;
kita; Chinderhuus Im Werk;;Im Werk 3, 8610 Uster;Tel.: 043 305 90 06;www.chinderhuusimwerk.ch;Kontakt,Fabienne Reichmuth,Tel.: 043 305 90 06,Informationen zu:   Chinderhuus Im Werk,Öffnungszeiten,Mo - Fr, 7.00 - 18.00 Uhr,Weitere Informationen,Mindestbesuch 1 Tag/Woche.,Zielgruppe,Kinder von 1 1/2 - 7 Jahren.
kita; Kinderbetreuung Ramba Zamba;;Weiherallee 5, 8610 Uster;Tel.: 044 542 43 08;www.ramba-zamba.ch;Kontakt,Marianne Schefer,Tel.: 044 542 43 08,Informationen zu:   Kinderbetreuung Ramba Zamba,Öffnungszeiten,Krippe:,Mo - Fr, 7.00 - 18.00 Uhr,Mindestbesuch 1 Tag/Woche.,Hort:,Mo - Fr, 7.00 - 8.00 Uhr und 11.50 - 18.00 Uhr,Ferienhort: Mo - Fr, 7.00 - 18.00 Uhr,Zielgruppe,Krippe: Kinder ab 3 Monate bis Kindergarteneintritt,Hort: Kindergarten- und Schulkinder
kita; Kinderkrippe Beluga;Stiftung Wagerenhof ;Asylstrasse 24, 8610 Uster;Tel.: 044 905 17 02;www.wagerenhof.ch;Kontakt,Mina Langhart,Tel.: 044 905 17 02,Informationen zu:   Kinderkrippe Beluga,Öffnungszeiten,Mo - Fr, 6.30 - 18.30 Uhr,Zielgruppe,Integrative Kinderkrippe für behinderte und nichtbehinderte Kinder ab 3 Monaten bis zum Kindergarteneintritt.
kita; Kinderkrippe / Hort Heusser-Staub;;Florastrasse 26, 8610 Uster;Tel.: 044 940 11 62;www.kinderkrippeheusserstaub.ch;Informationen zu:   Kinderkrippe / Hort Heusser-Staub,Öffnungszeiten,Mo - Fr, 6.30 - 18.00 Uhr,Mindestbesuch 4 Halbtage/Woche,Zielgruppe,Kinder ab 16 Wochen bis und mit 3. Primarschule
kita; Kinderkrippe / Hort Rösligarten;;Wagerenstrasse 47, 8610 Uster;Tel.: 044 911 10 67;www.spitaluster.ch/389/krippe;Kontakt,Françoise D'Agostino,Tel.: 044 911 10 67,Informationen zu:   Kinderkrippe / Hort Rösligarten,Öffnungszeiten,Mo - Fr, 6.30 - 18.30 Uhr,Weitere Informationen,Mindestbesuch 2 Tage oder 4 Halbtage/Woche.,Zielgruppe,Kinder ab 6 Monate bis 9 Jahren.
kita; Kinderkrippe Mary Poppins;;Zentralstrasse 36, 8610 Uster;Tel.: 044 940 40 45;www.kinderkrippe-uster.ch;Kontakt,Denise L'Eplattenier,Tel.: 044 940 40 45,Informationen zu:   Kinderkrippe Mary Poppins,Öffnungszeiten,Montag bis Freitag, 07.00 - 18.00 Uhr
kita; Kita Chinderkram;;Apothekerstrasse 18, 8610 Uster;Tel.: 044 940 33 11;www.kita-chinderkram.ch;Informationen zu:   Kita Chinderkram,Öffnungszeiten,Mo - Fr, 7.00 - 18.30 Uhr,Zielgruppe,Kinder ab 3 Mte bis Kindergarteneintritt
kita; Kita Muulwurf;;Industriestrasse 23, 8610 Uster;Tel.: 044 940 14 01;www.muulwurf.ch;Kontakt,Evelyn Achermann,Tel.: 044 940 14 01,Informationen zu:   Kita Muulwurf,Öffnungszeiten,Mo-Fr 7.00 bis 18.00 Uhr,Mindestbesuch 2 Tage/Woche,Keine Halbtagesbetreuung,Zielgruppe,Kinder ab ca. 3 Monate bis Kindergarteneintritt
kita; Kita Zipfelchappe;;Uster West 30, 8610  Uster;Tel.: 044 940 70 71;www.kita-zipfelchappe.ch;Kontakt,Güldane Atac,Tel.: 044 940 70 71,www.kita-zipfelchappe.ch,Informationen zu:   Kita Zipfelchappe,Öffnungszeiten,Mo - Fr, 7.00 - 18.00 Uhr,Zielgruppe,Kinder vom 3. Lebensmonat bis Kindergarteneintritt,Mindestaufenthaltsdauer: 1 Tag
kita; Kinderkrippe Tigerli;;Pappelweg 1, 8604 Volketswil;Tel.: 043 444 96 45;www.kinderkrippe-tigerli.ch;Kontakt,Patrizia Nuzzo,Tel.: 043 444 96 45,Informationen zu:   Kinderkrippe Tigerli,Öffnungszeiten,Montag - Freitag, 7.00 - 18.00 Uhr,Zielgruppe,Für Kinder ab 3 Monaten bis Kindergarteneintritt
kita; Kita Avalon;;Zürcherstrasse 12, 8604 Volketswil;Tel.: 044 810 13 30;www.kita-avalon.ch;Kontakt,Nathalie Kohler,Tel.: 044 810 13 30,Informationen zu:   Kita Avalon,Öffnungszeiten,Mo - Fr, 7:00 bis 18.30 Uhr,Zielpublikum,Kinder von 3 Monaten bis Kindergarteneintritt
kita; Kinderkrippe Pinocchio;;Untere Weidstrasse 19, 8820 Wädenswil;Tel.: 044 780 56 68;www.kinderkrippe-pinocchio.ch;
kita; Kinderkrippe Wädenswil;;Grüentalstrasse 6, 8820 Wädenswil;Tel.: 044 780 38 08;www.kibe-waedenswil.ch;
kita; Kinderkrippe Wädenswil - Etzelstrasse 6;;Etzelstrasse 6, 8820 Wädenswil;Tel.: 044 780 37 57;www.kibe-waedenswil.ch;
kita; Kita Rehkids;;Seestrasse 104, 8820 Wädenswil;Tel.: 044 780 78 77 / 076 563 17 19;www.kita-rehkids.ch;
kita; KiTa Step-by-Step;;Luftstrasse 26 b, 8820 Wädenswil;Tel.: 044 680 21 67;www.kita-waedenswil.ch;
kita; VaMuKi Chinderhuus;;Holzmoosrütistrasse 3 a, 8820 Wädenswil;Tel.: 044 680 14 04;www.va-mu-ki.ch;
kita; Zurich International School - Early ZIS;;Steinacherstrasse 150, 8820 Wädenswil;Tel.: 058 750 25 00;www.zis.ch;
kita; Kinderkrippe Nokimuz;;Spittelgasse 12, 8636 Wald;Tel.: 055 246 30 84;www.kinderkrippe.nokimuz.ch;Informationen zu:   Kinderkrippe Nokimuz,Öffnungszeiten,Mo - Fr, 7.00 - 19.00 Uhr,Betreuungszeit,mindestens 2 Halbtage,Zielgruppe,Kinder im Alter zwischen 3 Monaten und Kindergarten
kita; International School - Zurich North;Kinderkrippe / Kindertagesstätte / Spielgruppe Daniel Sarbach ;Industriestrasse 50a, 8304 Wallisellen;Tel.: 044 830 70 00;www.iszn.ch;"Informationen zu:   International School - Zurich North,- Englischsprachige Ganztagesschule für Kinder ab 2 1/2 bis 19 Jahren
- Spielgruppe
- Fremdsprachen für Kinder"
kita; Kid's Paradise / Montessori Kindergarten;Daniela Tscherrig ;Engenbüelstrasse 10, 8304 Wallisellen;Tel.: 044 830 08 06;www.kidsparadise.ch;Informationen zu:   Kid's Paradise / Montessori Kindergarten,Zielgruppe,Kinder ab 2 Jahren bis Schuleintritt
kita; Kinderkrippe Arche;Cornelia Maurer ;Alter Kirchenweg 6, 8304 Wallisellen;Tel.: 044 877 65 70;www.schule.wallisellen.ch;
kita; Kinderkrippe Globegarden Konradstrasse;Familienberatung ;Konradstrasse 3, 8304 Wallisellen;Tel.: 044 536 55 32;www.globegarden.ch;
kita; Kinderloft Zwicky;Dübendorf ;Am Wasser 6, 8304 Wallisellen;Tel.: 044 552 16 10;www.kinderloft.ch;
kita; Kita Chinderstern GmbH Wallisellen;Nicole Keller ;Hammerweg 4, 8304 Wallisellen;Tel.: 044 575 24 63;www.chinderstern.ch;Informationen zu:   Kita Chinderstern GmbH Wallisellen,Öffnungszeiten,Montag - Freitag, 07.00 - 18.30 Uhr,Zielgruppe,Kinder ab 3 Monate bis Kindergarteneintritt,Betreuungsvarianten,Ganz- und Halbtagessbetreuung mit/ohne Mittagessen
kita; Kita Spielhuus;Laura Brullo ;Rotackerstrasse 37, 8304 Wallisellen;Tel.: 043 233 70 21;www.plattformglattal.ch;Informationen zu:   Kita Spielhuus,Öffnungszeiten,Montag bis Freitag von 7.00 - 18.30 Uhr,Zielgruppe,Kinder ab 3 Monaten bis Kindergarteneintritt
kita; Kita Rägeboge;Familien- und Begegnungszentrum Rägeboge ;Dorfstrasse 20, 8484 Weisslingen;Tel.: 052 384 02 67;www.raegebogeweisslingen.ch;Für Kinder im Alter von 0 bis 12 Jahren
kita; Kinderkrippe Coccolino Wettswil;Anita Mayer ;Stationsstrasse 47c, 8907 Wettswil;Tel.: 043 818 72 86;www.coccolino.ch/wettswil;Informationen zu:   Kinderkrippe Coccolino Wettswil,Öffnungszeiten,Montag - Freitag: 07.00 - 18.30 Uhr,Zielgruppe,Kinder von 3 Monaten bis Kindergarteneintritt
kita; Kinderhaus Kita GZO, Stiftung Kind & Eltern;;Eggstrasse 66, 8620 Wetzikon;Tel.: 043 488 04 33;www.ke-stiftung.ch;Kontakt,David Ventresca,Tel.: 043 488 15 01,Tel.: 043 488 04 33,Informationen zu:   Kinderhaus Kita GZO, Stiftung Kind & Eltern,Öffnungszeiten,Mo - Fr, 6.30 - 18.30 Uhr,Zielgruppe,Kinder zwischen 3 Monaten und 5 Jahren
kita; Kinderhaus Talstrasse, Stiftung Kind & Eltern;;Talstrasse 21, 8620 Wetzikon;Tel.: 043 488 04 33;www.ke-stiftung.ch;Kontakt,David Ventresca,Tel.: 043 488 15 01,Tel.: 043 488 04 33,Informationen zu:   Kinderhaus Talstrasse, Stiftung Kind & Eltern,Öffnungszeiten,Mo - Fr, 6.30 - 18.15 Uhr,Zielgruppe,Kinder zwischen 3 Monaten und 5 Jahren
kita; Kinderhaus Tösstalstrasse, Stiftung Kind & Eltern;;Tösstalstrasse 133, 8623 Wetzikon;Tel.: 043 488 15 00;www.ke-stiftung.ch;"Kontakt,Daniela Wuffli,Tel.: 043 488 15 00,Informationen zu:   Kinderhaus Tösstalstrasse, Stiftung Kind & Eltern,Öffnungszeiten,Mo - Fr, 06.45 - 18.15 Uhr,Zielgruppe,Kinder zwischen 3 Monaten und 5 Jahren
auf Anfrage KG- Kinder"
kita; Kindertagesstätte TigerEnte;;Bahnhofstrasse 100, 8620 Wetzikon;Tel.: 044 554 77 41;www.kita-tigerente.ch;Kontakt,Petra Matter Anderegg,Informationen zu:   Kindertagesstätte TigerEnte,Öffnungszeiten,Mo - Fr 6.45 - 18.30 Uhr
kita; Kindertagesstätte KiWi;;8542 Wiesendangen;Tel.: 077 258 82 87;www.kindertagesstaette-kiwi.ch;8542 Wiesendangen,Tel.: 077 258 82 87,Email:,email,www.kindertagesstaette-kiwi.ch
kita; Meadows Montessori Kindergarten ;Kirsty Künzi ;Wisentalstrasse 4, 8185 Winkel;Tel.: 043 444 09 27;www.meadows-montessori.ch;"Informationen zu:   Meadows Montessori Kindergarten,Zielgruppen,Zweisprachiger Kindergarten (deutsch / englisch)
für Kinder zwischen 3 - 6 Jahren"
kita; Mini Meadows Montessori Kinderkrippe;Frau Saranda Sylejmani ;Wisentalstrasse 4, 8185  Winkel;Tel.: 043 558 15 11;www.mini-meadows.ch;Informationen zu:   Mini Meadows Montessori Kinderkrippe,Zielgruppen,Zweisprachige Kinderkrippe (deutsch / englisch),für Kinder im Alter von 3 Monaten bis 3 Jahre
kita; Kinderkrippen Winterthur;;8400 Winterthur;Tel.: 052 267 68 15;www.kinderbetreuung.winterthur.ch;8400 Winterthur,Tel.: 052 267 68 15,www.kinderbetreuung.winterthur.ch
kita; Kindertagesstätte KiTa plus;;Lochrütistrasse 26, 8633  Wolfhausen;Tel.: 079 328 95 85;www.kitaplus.ch;Kontakt,Nicole Schwarzmann,Tel.: 055 243 32 46,Tel.: 079 328 95 85
kita; Kinderkrippe Zollikerberg;;Neuweg 10, 8125 Zollikerberg;Tel.: 044 391 77 60;www.kinderkrippe-zollikerberg.ch;Kontakt,Claudia Ricci,Tel.: 044 391 77 60,Informationen zu:   Kinderkrippe Zollikerberg,Öffnungszeiten,Montag bis Freitag,von 06.45 - 18.45 Uhr
kita; Kita kidsplus Zollikerberg;;Forchstrasse 100a, 8125 Zollikerberg;Tel.: 044 567 82 85;www.kidsplus.ch;Kontakt,Sandra Eichenberger,Tel.: 044 567 82 85
kita; KIDSatLAKE;International Early Education ;Seestrasse 45, 8702 Zollikon;Tel.: 044 390 14 46;www.kids-at-lake.ch;Informationen zu:   KIDSatLAKE,private Kinderkrippe,privater Kindergarten,ganztägig von 7 - 19 Uhr
kita; Kinderkrippe Bienehuus;;Bergstrasse 17, 8702 Zollikon;Tel.: 044 910 04 40;www.bienehuus.ch;
kita; Kinderkrippe Ferdinand;;Alte Landstrasse 106, 8702 Zollikon;Tel.: 043 536 99 09 / 076 344 73 17;www.kinderkrippeferdinand.ch;Informationen zu:   Kinderkrippe Ferdinand,Für Kinder ab 4 Monaten bis 5 Jahren
kita; Tandem IMS;;Alte Landstrasse 88, 8702 Zollikon;Tel.: 044 380 88 88;www.tandem-ims.ch;"Informationen zu:   Tandem IMS,Angebote:,""After School Clubs"" (eca@tandem-ims.ch)),Deutsch-Englisch, 
Deutsch-Englisch-Französisch"
kita; Chinderhuus Zumikon;;Dorfplatz 5, 8126 Zumikon;Tel.: 044 918 16 63;www.chinderhuus-zumikon.ch;
kihu; Chinderhuus Cavallo;Elisabeth Dubach ;Chatzetöbeli 2, 8345 Adetswil;Tel.: 044 939 19 83;www.chinderhuus-cavallo.ch;Kontakt,Delphin Gruppe,Tel.: 044 939 19 83,Kinderbetreuung für Bébé und Kleinkinder,Tel.: 044 939 19 83,www.chinderhuus-cavallo.ch,Spielgruppe Büsi,Tel.: 044 939 19 83,Spielgruppe Zwergli,Tel.: 044 939 19 83
kihu; Kinderhütedienst Benglen;Raum Vorkindergarten ;Föhrenweg 34, 8121 Benglen;Tel.: 044 826 07 08;;Kontakt,Verein Vorkindergarten,Tel.: 044 825 46 68,Rösli Zeller,Tel.: 044 826 07 08
kihu; Haus des Kindes;;Zürichstrasse 23, 8306 Brüttisellen;Tel.: 044 833 29 18;www.hausdeskindes.ch;Kontakt,Eliane Fratton,Tel.: 044 833 29 18,Email:,email,Informationen zu:   Haus des Kindes,Öffnungszeiten,Spielgruppe plus (Safari): Mo + Do, 8.45 - 11.15 Uhr,Spielgruppe: Mo + Do, 13.30 - 16.00 Uhr,Pfiffikusse: Mi, 8.45 - 14.00 Uhr,Sprachförderung und Integration: Di + Fr,Kinderhüte: Mo - Fr, 9.00 - 11.30 und 14.00 - 17.00 Uhr,Detailinformationen siehe Homepage
kihu; Kinderhütedienst Gemeinnütziger Frauenverein Bülach;Ref. Kirchgemeindehaus ;Grampenweg 5, 8180 Bülach;Tel.: 044 860 53 08;www.frauenverein-buelach.ch;Informationen zu:   Kinderhütedienst Gemeinnütziger Frauenverein Bülach,Öffnungszeiten,Dienstagnachmittag, 14.00 - 17.00 Uhr,In den Schulferien geschlossen,Angebot,Der Kinderhütedienst betreut Kinder von September bis April,,ausser Bülacher Schulferien,Kinder im Alter von 2 - 6 Jahren
kihu; Kinderhütedienst Nünihüsli;Arbeits- und Integrationsprogramm Reissverschluss Sekretariat Reissverschluss ;Lindenhofstrasse 3, 8180 Bülach;Tel.: 044 863 17 40;www.buelach.ch/reissverschluss;Kontakt,Patrick Iwasaki,Tel.: 044 863 17 40,Email:,email
kihu; Chinderhüeti;im maxiTRÄFF ;8421 Dättlikon;Tel.: 052 315 54 59;;im maxiTRÄFF,8421 Dättlikon,Kontakt,Tanja Klingler,Tel.: 052 315 54 59
kihu; Kinderhüeti;;8953 Dietikon;Tel.: 076 481 55 74;www.ref-dietikon.ch;Öffnungszeiten,Die Kinderhüeti findet am Dienstagnachmittag von 14.00 - 17.00 Uhr (ausser Schulferien) im reformiertem Kirchgemeindehaus, Poststrasse 50, Dietikon statt.,Zielgruppe,Kinder ab 1 bis 4 Jahre,Weitere Informationen,Kosten: Fr. 10.- pro Kind/Nachmittag oder Fr. 15.- ab 2 Geschwister/Nachmittag, inkl. Zvieri,Wenn Ihr Kind das erste Mal die Kinderhüeti besucht, rechnen Sie bitte mindestens 30 Minuten für die Übergabe / Eingewöhnung ein.
kihu; Chinderträff (Spielgruppenangebot);Schläpfer Mirjam ;Rothausstrasse 3, 8635 Dürnten;Tel.: 0796788771;www.chindertraeff.ch;
kihu; Kinderhüeti Kipferhaus, Effretikon;Monika Kaufmann ;Wangenerstrasse 9, 8307 Effretikon;Tel.: 052 343 65 52;www.familienverein-effretikon.ch;
kihu; Kinderhüeti Rumpelstilz;Catherine Schöb ;Haldenstrasse 5b, 8424 Embrach;Tel.:  044 865 70 67;www.familien-club.ch;Öffnungszeiten,jeweils Freitags von 09.00 - 11.00 Uhr und 14.30 - 17.00 Uhr
kihu; Familienzentrum Flüügepilz;;Schulhausstr. 40, 8703  Erlenbach;Tel.: 044 910 16 51;www.flüügepilz.ch;Informationen zu:   Familienzentrum Flüügepilz,Kontakt:,Regina Ehrbar, Betriebsleitung,Angebote:,Familiencafé, Café International, Krabbelgruppen, Spielgruppen, Kinderhüeti, Mütter-Väter-Beratung, Elternbildungsveranstaltungen, Schwangerschafts- und Rückbildungsyoga, Yoga für Kinder, Kindercoiffeuse, Vaki-Turnen
kihu; Ms. Poppins Daycare;Steiner Raquel Luzi ;Rankstrasse 32, 8703 Erlenbach;Tel.: 078 913 88 54;www.mspoppins.net;Informationen zu:   Ms. Poppins Daycare,Öffnungszeiten,Monday thru Friday,  8:00 am to 6:00 pm,Additional hours can be arranged by appointment,Native English speaking childcare, serving Erlenbach since 2014
